Date,Start_Hour,End_Hour,Source,Season,Production,Day_of_Year,Day_Name,Month_Name
1/31/2025,1,2,Wind,Winter,2272,31,Friday,January
3/10/2020,8,9,Wind,Spring,11993,70,Tuesday,March
3/3/2022,4,5,Wind,Spring,1517,62,Thursday,March
3/7/2024,17,18,Wind,Spring,11067,67,Thursday,March
10/19/2024,22,23,Wind,Fall,3297,293,Saturday,October
5/21/2020,13,14,Solar,Spring,4337,142,Thursday,May
10/11/2023,13,14,Solar,Fall,8576,284,Wednesday,October
7/2/2022,0,1,Wind,Summer,754,183,Saturday,July
1/15/2023,21,22,Wind,Winter,14992,15,Sunday,January
7/19/2022,3,4,Wind,Summer,5671,200,Tuesday,July
10/22/2022,3,4,Wind,Fall,6189,295,Saturday,October
12/31/2023,5,6,Wind,Winter,17336,365,Sunday,December
4/4/2022,3,4,Wind,Spring,2150,94,Monday,April
3/2/2022,1,2,Wind,Spring,2780,61,Wednesday,March
9/24/2021,4,5,Wind,Fall,475,267,Friday,September
5/23/2021,23,0,Wind,Spring,9144,143,Sunday,May
9/29/2020,5,6,Wind,Fall,1805,273,Tuesday,September
3/9/2024,7,8,Wind,Spring,12796,69,Saturday,March
4/16/2024,10,11,Wind,Spring,10158,107,Tuesday,April
6/11/2020,12,13,Wind,Summer,4847,163,Thursday,June
2/1/2022,0,1,Wind,Winter,6934,32,Tuesday,February
8/30/2024,3,4,Wind,Summer,2706,243,Friday,August
6/27/2021,3,4,Wind,Summer,3872,178,Sunday,June
11/17/2020,19,20,Wind,Fall,2225,322,Tuesday,November
7/23/2024,1,2,Wind,Summer,4890,205,Tuesday,July
7/16/2022,2,3,Wind,Summer,3533,197,Saturday,July
7/8/2025,20,21,Wind,Summer,3770,189,Tuesday,July
10/19/2022,17,18,Wind,Fall,7629,292,Wednesday,October
6/16/2020,20,21,Wind,Summer,1666,168,Tuesday,June
1/10/2025,15,16,Wind,Winter,3319,10,Friday,January
9/10/2020,11,12,Solar,Fall,3052,254,Thursday,September
11/13/2021,8,9,Wind,Fall,5126,317,Saturday,November
4/22/2025,13,14,Solar,Spring,7792,112,Tuesday,April
5/15/2020,5,6,Wind,Spring,6575,136,Friday,May
3/25/2024,15,16,Wind,Spring,10580,85,Monday,March
1/26/2023,23,0,Wind,Winter,6312,26,Thursday,January
7/19/2024,5,6,Wind,Summer,1335,201,Friday,July
6/30/2025,21,22,Wind,Summer,1192,181,Monday,June
2/12/2023,0,1,Wind,Winter,3402,43,Sunday,February
9/27/2022,6,7,Wind,Fall,6509,270,Tuesday,September
7/27/2020,15,16,Wind,Summer,11749,209,Monday,July
7/10/2023,13,14,Solar,Summer,8700,191,Monday,July
1/20/2025,2,3,Wind,Winter,1542,20,Monday,January
3/28/2023,16,17,Wind,Spring,9979,87,Tuesday,March
10/4/2021,8,9,Wind,Fall,5584,277,Monday,October
6/9/2024,1,2,Wind,Summer,3464,161,Sunday,June
8/17/2021,12,13,Solar,Summer,6878,229,Tuesday,August
1/27/2023,7,8,Wind,Winter,8252,27,Friday,January
8/5/2021,14,15,Wind,Summer,8681,217,Thursday,August
7/21/2025,23,0,Wind,Summer,7848,202,Monday,July
5/27/2025,17,18,Wind,Spring,15563,147,Tuesday,May
2/22/2024,0,1,Wind,Winter,14343,53,Thursday,February
12/10/2023,0,1,Wind,Winter,16050,344,Sunday,December
6/18/2021,1,2,Wind,Summer,3603,169,Friday,June
4/25/2025,10,11,Solar,Spring,7896,115,Friday,April
7/5/2021,0,1,Wind,Summer,2602,186,Monday,July
7/7/2021,23,0,Wind,Summer,1703,188,Wednesday,July
12/12/2020,11,12,Wind,Winter,6348,347,Saturday,December
11/1/2025,16,17,Wind,Fall,9647,305,Saturday,November
1/22/2024,20,21,Wind,Winter,14875,22,Monday,January
8/28/2025,16,17,Wind,Summer,11353,240,Thursday,August
4/29/2022,10,11,Solar,Spring,4724,119,Friday,April
1/20/2021,18,19,Wind,Winter,15051,20,Wednesday,January
6/19/2024,22,23,Wind,Summer,6935,171,Wednesday,June
4/2/2022,16,17,Wind,Spring,12110,92,Saturday,April
8/8/2024,5,6,Wind,Summer,1189,221,Thursday,August
11/2/2024,18,19,Wind,Fall,3994,307,Saturday,November
9/6/2021,15,16,Solar,Fall,5313,249,Monday,September
3/28/2020,19,20,Wind,Spring,9382,88,Saturday,March
2/14/2022,21,22,Wind,Winter,6029,45,Monday,February
10/13/2022,17,18,Wind,Fall,4003,286,Thursday,October
7/15/2024,16,17,Wind,Summer,10450,197,Monday,July
4/22/2023,0,1,Wind,Spring,3755,112,Saturday,April
10/26/2024,16,17,Solar,Fall,2125,300,Saturday,October
1/25/2025,11,12,Wind,Winter,7875,25,Saturday,January
2/6/2024,14,15,Wind,Winter,15869,37,Tuesday,February
11/24/2024,18,19,Wind,Fall,19758,329,Sunday,November
12/4/2022,2,3,Wind,Winter,3252,338,Sunday,December
2/12/2023,14,15,Solar,Winter,6688,43,Sunday,February
1/31/2020,4,5,Wind,Winter,7716,31,Friday,January
11/29/2020,10,11,Wind,Fall,4788,334,Sunday,November
4/29/2022,18,19,Wind,Spring,4816,119,Friday,April
8/1/2021,16,17,Solar,Summer,6683,213,Sunday,August
3/15/2020,0,1,Wind,Spring,3612,75,Sunday,March
7/1/2023,21,22,Wind,Summer,7075,182,Saturday,July
3/2/2023,21,22,Wind,Spring,4877,61,Thursday,March
8/3/2024,7,8,Wind,Summer,3218,216,Saturday,August
11/19/2024,20,21,Wind,Fall,12210,324,Tuesday,November
1/8/2024,6,7,Wind,Winter,12121,8,Monday,January
12/21/2024,21,22,Wind,Winter,18922,356,Saturday,December
10/25/2022,17,18,Wind,Fall,4158,298,Tuesday,October
4/15/2022,1,2,Wind,Spring,1942,105,Friday,April
12/7/2021,6,7,Wind,Winter,5150,341,Tuesday,December
1/17/2022,23,0,Wind,Winter,2215,17,Monday,January
2/24/2025,9,10,Wind,Winter,15311,55,Monday,February
7/14/2021,20,21,Wind,Summer,6824,195,Wednesday,July
1/11/2023,4,5,Wind,Winter,13408,11,Wednesday,January
10/15/2024,11,12,Wind,Fall,7313,289,Tuesday,October
9/14/2023,20,21,Wind,Fall,983,257,Thursday,September
12/4/2021,13,14,Wind,Winter,14167,338,Saturday,December
5/10/2021,21,22,Wind,Spring,1928,130,Monday,May
7/31/2021,13,14,Wind,Summer,6027,212,Saturday,July
11/26/2025,9,10,Wind,Fall,5852,330,Wednesday,November
6/20/2022,20,21,Wind,Summer,4764,171,Monday,June
8/1/2020,13,14,Solar,Summer,4517,214,Saturday,August
9/30/2022,17,18,Wind,Fall,8433,273,Friday,September
6/10/2024,13,14,Wind,Summer,16343,162,Monday,June
9/8/2024,5,6,Wind,Fall,5635,252,Sunday,September
8/20/2021,10,11,Solar,Summer,3653,232,Friday,August
10/21/2020,17,18,Wind,Fall,11801,295,Wednesday,October
11/8/2023,22,23,Wind,Fall,14010,312,Wednesday,November
10/11/2020,7,8,Wind,Fall,3222,285,Sunday,October
8/4/2023,11,12,Solar,Summer,7826,216,Friday,August
5/15/2021,16,17,Wind,Spring,11074,135,Saturday,May
11/1/2021,18,19,Wind,Fall,5774,305,Monday,November
2/13/2025,4,5,Wind,Winter,1341,44,Thursday,February
2/20/2022,20,21,Wind,Winter,16004,51,Sunday,February
1/2/2025,6,7,Wind,Winter,7704,2,Thursday,January
1/23/2023,4,5,Wind,Winter,4026,23,Monday,January
3/15/2022,0,1,Wind,Spring,5845,74,Tuesday,March
12/1/2022,15,16,Wind,Winter,4324,335,Thursday,December
5/10/2024,21,22,Wind,Spring,5155,131,Friday,May
8/15/2025,16,17,Solar,Summer,9881,227,Friday,August
2/9/2020,11,12,Wind,Winter,15238,40,Sunday,February
5/21/2024,21,22,Wind,Spring,3665,142,Tuesday,May
5/11/2024,6,7,Wind,Spring,4326,132,Saturday,May
9/23/2020,18,19,Wind,Fall,5813,267,Wednesday,September
11/17/2025,15,16,Wind,Fall,10323,321,Monday,November
1/2/2021,0,1,Wind,Winter,1169,2,Saturday,January
8/8/2023,23,0,Wind,Summer,2853,220,Tuesday,August
5/18/2023,19,20,Wind,Spring,6720,138,Thursday,May
10/24/2022,22,23,Wind,Fall,7627,297,Monday,October
9/3/2022,20,21,Wind,Fall,1066,246,Saturday,September
11/29/2024,14,15,Solar,Fall,7650,334,Friday,November
4/4/2020,10,11,Solar,Spring,4136,95,Saturday,April
3/18/2020,11,12,Solar,Spring,3727,78,Wednesday,March
4/29/2020,13,14,Wind,Spring,10092,120,Wednesday,April
10/16/2021,16,17,Solar,Fall,3207,289,Saturday,October
10/6/2021,17,18,Wind,Fall,8756,279,Wednesday,October
2/26/2025,11,12,Wind,Winter,13305,57,Wednesday,February
3/1/2021,13,14,Solar,Spring,5810,60,Monday,March
11/24/2022,3,4,Wind,Fall,11415,328,Thursday,November
9/1/2025,20,21,Wind,Fall,5387,244,Monday,September
11/14/2024,21,22,Wind,Fall,3630,319,Thursday,November
3/20/2021,6,7,Wind,Spring,4488,79,Saturday,March
12/17/2021,5,6,Wind,Winter,6817,351,Friday,December
2/7/2025,3,4,Wind,Winter,9958,38,Friday,February
1/5/2024,0,1,Wind,Winter,12301,5,Friday,January
9/8/2024,12,13,Wind,Fall,11440,252,Sunday,September
7/27/2020,8,9,Wind,Summer,3719,209,Monday,July
2/17/2023,13,14,Wind,Winter,13006,48,Friday,February
7/22/2024,5,6,Wind,Summer,3267,204,Monday,July
9/7/2024,12,13,Solar,Fall,6652,251,Saturday,September
8/2/2021,8,9,Solar,Summer,1835,214,Monday,August
7/24/2021,18,19,Wind,Summer,5008,205,Saturday,July
6/26/2022,21,22,Wind,Summer,1353,177,Sunday,June
5/25/2021,9,10,Wind,Spring,10972,145,Tuesday,May
1/3/2024,5,6,Wind,Winter,16091,3,Wednesday,January
4/28/2024,18,19,Wind,Spring,4975,119,Sunday,April
2/10/2022,3,4,Wind,Winter,4390,41,Thursday,February
9/1/2023,2,3,Wind,Fall,4835,244,Friday,September
1/23/2025,8,9,Wind,Winter,6187,23,Thursday,January
8/12/2022,9,10,Solar,Summer,4233,224,Friday,August
6/6/2022,0,1,Wind,Summer,3154,157,Monday,June
4/26/2021,23,0,Wind,Spring,6682,116,Monday,April
8/21/2022,4,5,Wind,Summer,492,233,Sunday,August
7/29/2025,17,18,Solar,Summer,9703,210,Tuesday,July
1/14/2020,1,2,Wind,Winter,12193,14,Tuesday,January
11/23/2020,6,7,Wind,Fall,197,328,Monday,November
3/3/2020,16,17,Wind,Spring,2913,63,Tuesday,March
4/30/2022,23,0,Wind,Spring,4152,120,Saturday,April
8/28/2025,3,4,Wind,Summer,2154,240,Thursday,August
9/28/2025,17,18,Solar,Fall,3101,271,Sunday,September
4/26/2020,19,20,Solar,Spring,826,117,Sunday,April
4/26/2020,7,8,Wind,Spring,1234,117,Sunday,April
1/13/2020,0,1,Wind,Winter,3124,13,Monday,January
7/4/2021,8,9,Wind,Summer,1516,185,Sunday,July
8/20/2022,16,17,Solar,Summer,6307,232,Saturday,August
10/15/2022,21,22,Wind,Fall,4985,288,Saturday,October
11/4/2024,20,21,Wind,Fall,2945,309,Monday,November
5/27/2024,1,2,Wind,Spring,2781,148,Monday,May
5/3/2021,7,8,Wind,Spring,1219,123,Monday,May
6/25/2023,21,22,Wind,Summer,4990,176,Sunday,June
1/24/2023,17,18,Wind,Winter,3120,24,Tuesday,January
2/11/2022,8,9,Wind,Winter,2704,42,Friday,February
6/17/2023,22,23,Wind,Summer,1596,168,Saturday,June
9/25/2021,10,11,Solar,Fall,3100,268,Saturday,September
9/9/2024,8,9,Wind,Fall,8509,253,Monday,September
4/25/2023,23,0,Wind,Spring,2732,115,Tuesday,April
4/17/2021,20,21,Wind,Spring,5570,107,Saturday,April
8/1/2022,23,0,Wind,Summer,1415,213,Monday,August
7/14/2021,18,19,Wind,Summer,7691,195,Wednesday,July
10/14/2025,10,11,Wind,Fall,8624,287,Tuesday,October
2/21/2020,14,15,Wind,Winter,8633,52,Friday,February
10/24/2024,11,12,Solar,Fall,7285,298,Thursday,October
7/17/2022,2,3,Wind,Summer,6218,198,Sunday,July
8/15/2022,12,13,Solar,Summer,7754,227,Monday,August
8/23/2020,7,8,Wind,Summer,4453,236,Sunday,August
8/1/2020,6,7,Wind,Summer,1772,214,Saturday,August
7/3/2025,3,4,Wind,Summer,5681,184,Thursday,July
5/2/2022,0,1,Wind,Spring,3281,122,Monday,May
10/11/2020,0,1,Wind,Fall,4013,285,Sunday,October
5/15/2021,10,11,Wind,Spring,7542,135,Saturday,May
8/19/2024,10,11,Solar,Summer,6872,232,Monday,August
10/21/2025,5,6,Wind,Fall,12221,294,Tuesday,October
6/25/2023,11,12,Solar,Summer,7269,176,Sunday,June
9/15/2024,17,18,Solar,Fall,7756,259,Sunday,September
7/19/2024,6,7,Wind,Summer,1367,201,Friday,July
6/20/2022,11,12,Solar,Summer,6635,171,Monday,June
11/24/2020,2,3,Wind,Fall,1825,329,Tuesday,November
3/20/2022,4,5,Wind,Spring,4944,79,Sunday,March
5/26/2020,15,16,Solar,Spring,7491,147,Tuesday,May
9/9/2025,20,21,Wind,Fall,2139,252,Tuesday,September
1/23/2020,4,5,Wind,Winter,5821,23,Thursday,January
7/22/2022,4,5,Wind,Summer,3155,203,Friday,July
2/22/2023,6,7,Wind,Winter,2969,53,Wednesday,February
5/4/2023,18,19,Wind,Spring,7974,124,Thursday,May
3/29/2022,15,16,Solar,Spring,3886,88,Tuesday,March
1/24/2025,13,14,Wind,Winter,19431,24,Friday,January
3/17/2025,21,22,Wind,Spring,11797,76,Monday,March
11/4/2024,4,5,Wind,Fall,2853,309,Monday,November
1/11/2023,10,11,Wind,Winter,10073,11,Wednesday,January
6/21/2022,15,16,Solar,Summer,4791,172,Tuesday,June
7/2/2020,18,19,Wind,Summer,6452,184,Thursday,July
5/12/2024,14,15,Solar,Spring,4059,133,Sunday,May
3/11/2021,6,7,Wind,Spring,14266,70,Thursday,March
9/23/2020,13,14,Wind,Fall,8641,267,Wednesday,September
4/30/2024,21,22,Wind,Spring,3124,121,Tuesday,April
9/16/2023,22,23,Wind,Fall,2367,259,Saturday,September
5/4/2025,19,20,Wind,Spring,11985,124,Sunday,May
4/8/2022,18,19,Wind,Spring,10607,98,Friday,April
12/23/2023,16,17,Wind,Winter,14470,357,Saturday,December
8/11/2025,22,23,Wind,Summer,5924,223,Monday,August
7/16/2021,17,18,Wind,Summer,7525,197,Friday,July
2/11/2020,7,8,Wind,Winter,11753,42,Tuesday,February
11/9/2024,1,2,Wind,Fall,1782,314,Saturday,November
9/27/2022,18,19,Wind,Fall,9228,270,Tuesday,September
9/1/2024,8,9,Wind,Fall,4830,245,Sunday,September
11/1/2020,7,8,Wind,Fall,9246,306,Sunday,November
1/9/2025,7,8,Wind,Winter,14188,9,Thursday,January
12/31/2024,1,2,Wind,Winter,2303,366,Tuesday,December
1/6/2025,0,1,Wind,Winter,18763,6,Monday,January
1/30/2024,14,15,Solar,Winter,7283,30,Tuesday,January
4/18/2021,20,21,Wind,Spring,2015,108,Sunday,April
4/24/2021,15,16,Solar,Spring,8651,114,Saturday,April
10/27/2021,19,20,Wind,Fall,2324,300,Wednesday,October
7/2/2020,0,1,Wind,Summer,2474,184,Thursday,July
1/7/2024,4,5,Wind,Winter,7340,7,Sunday,January
1/18/2024,14,15,Wind,Winter,6969,18,Thursday,January
9/9/2023,1,2,Wind,Fall,1650,252,Saturday,September
3/17/2025,10,11,Solar,Spring,11786,76,Monday,March
10/20/2024,7,8,Wind,Fall,6846,294,Sunday,October
9/11/2021,16,17,Solar,Fall,4615,254,Saturday,September
3/12/2024,15,16,Wind,Spring,12222,72,Tuesday,March
8/6/2020,16,17,Solar,Summer,3605,219,Thursday,August
1/15/2022,1,2,Wind,Winter,847,15,Saturday,January
4/18/2022,17,18,Solar,Spring,4269,108,Monday,April
1/13/2020,6,7,Wind,Winter,2987,13,Monday,January
3/16/2021,11,12,Solar,Spring,5314,75,Tuesday,March
6/15/2022,6,7,Wind,Summer,2328,166,Wednesday,June
9/30/2023,12,13,Solar,Fall,6508,273,Saturday,September
10/29/2024,21,22,Wind,Fall,685,303,Tuesday,October
9/4/2025,20,21,Wind,Fall,6150,247,Thursday,September
8/21/2023,15,16,Solar,Summer,6576,233,Monday,August
4/19/2020,14,15,Wind,Spring,2914,110,Sunday,April
7/12/2021,9,10,Wind,Summer,2663,193,Monday,July
1/3/2022,7,8,Wind,Winter,9393,3,Monday,January
11/10/2020,6,7,Wind,Fall,486,315,Tuesday,November
2/3/2025,23,0,Wind,Winter,1883,34,Monday,February
3/31/2025,0,1,Wind,Spring,4280,90,Monday,March
7/12/2024,17,18,Wind,Summer,8243,194,Friday,July
6/14/2024,17,18,Wind,Summer,12714,166,Friday,June
9/21/2025,11,12,Solar,Fall,3451,264,Sunday,September
5/16/2021,23,0,Wind,Spring,9508,136,Sunday,May
3/7/2022,5,6,Wind,Spring,6815,66,Monday,March
8/10/2022,10,11,Solar,Summer,6251,222,Wednesday,August
3/7/2023,5,6,Wind,Spring,5865,66,Tuesday,March
3/14/2025,15,16,Wind,Spring,7686,73,Friday,March
10/4/2024,7,8,Wind,Fall,4180,278,Friday,October
12/15/2022,22,23,Wind,Winter,7205,349,Thursday,December
9/3/2020,0,1,Wind,Fall,931,247,Thursday,September
6/17/2022,21,22,Wind,Summer,1078,168,Friday,June
12/21/2023,18,19,Wind,Winter,17520,355,Thursday,December
3/2/2023,14,15,Solar,Spring,6558,61,Thursday,March
8/4/2024,20,21,Wind,Summer,1620,217,Sunday,August
12/29/2024,21,22,Wind,Winter,548,364,Sunday,December
11/14/2024,1,2,Wind,Fall,3831,319,Thursday,November
8/4/2022,9,10,Solar,Summer,3343,216,Thursday,August
4/26/2022,0,1,Wind,Spring,2101,116,Tuesday,April
5/16/2022,5,6,Wind,Spring,5648,136,Monday,May
1/9/2020,16,17,Wind,Winter,10435,9,Thursday,January
11/24/2022,14,15,Wind,Fall,9150,328,Thursday,November
1/20/2024,23,0,Wind,Winter,10670,20,Saturday,January
3/14/2020,22,23,Wind,Spring,3349,74,Saturday,March
3/10/2020,22,23,Wind,Spring,11030,70,Tuesday,March
5/26/2024,2,3,Wind,Spring,4508,147,Sunday,May
8/13/2023,1,2,Wind,Summer,1162,225,Sunday,August
3/28/2022,6,7,Wind,Spring,1606,87,Monday,March
10/12/2020,14,15,Solar,Fall,4590,286,Monday,October
10/22/2024,10,11,Solar,Fall,3182,296,Tuesday,October
10/19/2020,11,12,Solar,Fall,5009,293,Monday,October
9/12/2021,21,22,Wind,Fall,1376,255,Sunday,September
7/17/2024,3,4,Wind,Summer,2046,199,Wednesday,July
8/17/2024,1,2,Wind,Summer,1571,230,Saturday,August
8/13/2023,16,17,Solar,Summer,7801,225,Sunday,August
6/28/2024,2,3,Wind,Summer,3695,180,Friday,June
2/6/2022,4,5,Wind,Winter,13477,37,Sunday,February
3/31/2021,10,11,Solar,Spring,4010,90,Wednesday,March
10/25/2023,11,12,Wind,Fall,11630,298,Wednesday,October
7/23/2024,23,0,Wind,Summer,2067,205,Tuesday,July
3/18/2023,3,4,Wind,Spring,7204,77,Saturday,March
12/5/2024,23,0,Wind,Winter,18205,340,Thursday,December
1/8/2024,2,3,Wind,Winter,11508,8,Monday,January
6/11/2020,8,9,Wind,Summer,2692,163,Thursday,June
6/6/2025,22,23,Wind,Summer,4429,157,Friday,June
6/2/2021,23,0,Wind,Summer,2032,153,Wednesday,June
9/21/2020,21,22,Wind,Fall,1334,265,Monday,September
9/2/2025,23,0,Wind,Fall,11315,245,Tuesday,September
9/21/2025,20,21,Wind,Fall,4453,264,Sunday,September
8/9/2021,10,11,Wind,Summer,6015,221,Monday,August
3/16/2021,2,3,Wind,Spring,3997,75,Tuesday,March
10/18/2022,13,14,Solar,Fall,5899,291,Tuesday,October
12/26/2021,12,13,Wind,Winter,4600,360,Sunday,December
7/27/2024,2,3,Wind,Summer,455,209,Saturday,July
9/11/2020,9,10,Solar,Fall,1917,255,Friday,September
9/13/2020,19,20,Wind,Fall,705,257,Sunday,September
8/15/2023,17,18,Solar,Summer,4625,227,Tuesday,August
7/29/2021,5,6,Wind,Summer,4205,210,Thursday,July
5/19/2024,2,3,Wind,Spring,552,140,Sunday,May
3/30/2023,7,8,Wind,Spring,11130,89,Thursday,March
7/10/2025,16,17,Solar,Summer,11067,191,Thursday,July
8/9/2025,4,5,Wind,Summer,1139,221,Saturday,August
11/1/2023,18,19,Wind,Fall,12788,305,Wednesday,November
6/12/2024,20,21,Wind,Summer,2252,164,Wednesday,June
9/20/2025,5,6,Wind,Fall,6560,263,Saturday,September
5/1/2020,0,1,Wind,Spring,7535,122,Friday,May
1/21/2020,11,12,Wind,Winter,2976,21,Tuesday,January
6/29/2025,6,7,Wind,Summer,2536,180,Sunday,June
10/12/2020,6,7,Wind,Fall,2120,286,Monday,October
7/25/2024,12,13,Solar,Summer,9805,207,Thursday,July
6/5/2023,13,14,Solar,Summer,9739,156,Monday,June
6/9/2023,7,8,Wind,Summer,4688,160,Friday,June
9/4/2025,21,22,Wind,Fall,6077,247,Thursday,September
5/11/2024,23,0,Wind,Spring,4091,132,Saturday,May
3/24/2025,10,11,Solar,Spring,5051,83,Monday,March
7/26/2023,7,8,Wind,Summer,2889,207,Wednesday,July
8/6/2024,20,21,Wind,Summer,2592,219,Tuesday,August
4/22/2025,5,6,Wind,Spring,1421,112,Tuesday,April
8/27/2024,11,12,Solar,Summer,8753,240,Tuesday,August
7/11/2021,15,16,Solar,Summer,4877,192,Sunday,July
11/11/2021,7,8,Wind,Fall,1001,315,Thursday,November
2/25/2025,0,1,Wind,Winter,4530,56,Tuesday,February
4/2/2025,11,12,Wind,Spring,18987,92,Wednesday,April
7/22/2020,6,7,Wind,Summer,3797,204,Wednesday,July
2/5/2020,16,17,Wind,Winter,2504,36,Wednesday,February
3/30/2020,20,21,Wind,Spring,8073,90,Monday,March
5/11/2020,4,5,Wind,Spring,9699,132,Monday,May
11/5/2021,2,3,Wind,Fall,3405,309,Friday,November
8/30/2020,3,4,Wind,Summer,3012,243,Sunday,August
9/8/2025,21,22,Wind,Fall,2307,251,Monday,September
3/4/2022,8,9,Wind,Spring,3630,63,Friday,March
8/6/2022,2,3,Wind,Summer,5462,218,Saturday,August
12/13/2024,19,20,Wind,Winter,698,348,Friday,December
12/31/2023,17,18,Wind,Winter,17198,365,Sunday,December
9/4/2025,9,10,Wind,Fall,9465,247,Thursday,September
2/25/2025,9,10,Wind,Winter,8542,56,Tuesday,February
3/18/2022,11,12,Wind,Spring,12613,77,Friday,March
3/19/2025,14,15,Solar,Spring,12452,78,Wednesday,March
8/7/2022,0,1,Wind,Summer,7995,219,Sunday,August
3/24/2025,4,5,Wind,Spring,747,83,Monday,March
12/22/2020,11,12,Wind,Winter,9500,357,Tuesday,December
5/5/2020,22,23,Wind,Spring,2517,126,Tuesday,May
12/14/2024,7,8,Wind,Winter,2252,349,Saturday,December
2/3/2023,21,22,Wind,Winter,4534,34,Friday,February
11/12/2022,8,9,Wind,Fall,4144,316,Saturday,November
7/18/2024,11,12,Solar,Summer,7522,200,Thursday,July
3/9/2020,6,7,Wind,Spring,6476,69,Monday,March
6/28/2021,12,13,Solar,Summer,4142,179,Monday,June
3/24/2022,11,12,Solar,Spring,6783,83,Thursday,March
1/3/2020,8,9,Wind,Winter,9177,3,Friday,January
5/2/2025,20,21,Wind,Spring,3054,122,Friday,May
11/23/2022,10,11,Wind,Fall,12239,327,Wednesday,November
11/3/2023,4,5,Wind,Fall,9640,307,Friday,November
4/9/2024,23,0,Wind,Spring,8241,100,Tuesday,April
5/16/2021,19,20,Wind,Spring,9726,136,Sunday,May
2/14/2025,5,6,Wind,Winter,5166,45,Friday,February
10/23/2022,14,15,Wind,Fall,13158,296,Sunday,October
12/14/2022,17,18,Wind,Winter,2357,348,Wednesday,December
7/31/2024,16,17,Solar,Summer,6848,213,Wednesday,July
1/15/2025,0,1,Wind,Winter,2675,15,Wednesday,January
11/21/2021,21,22,Wind,Fall,5308,325,Sunday,November
11/12/2023,5,6,Wind,Fall,7747,316,Sunday,November
11/10/2021,19,20,Wind,Fall,1095,314,Wednesday,November
10/30/2022,15,16,Wind,Fall,4128,303,Sunday,October
1/12/2021,13,14,Wind,Winter,11705,12,Tuesday,January
11/17/2023,5,6,Wind,Fall,4471,321,Friday,November
7/3/2022,8,9,Solar,Summer,2588,184,Sunday,July
3/9/2021,17,18,Wind,Spring,3112,68,Tuesday,March
3/17/2023,10,11,Wind,Spring,9438,76,Friday,March
4/1/2025,5,6,Wind,Spring,10726,91,Tuesday,April
3/28/2020,2,3,Wind,Spring,2228,88,Saturday,March
1/29/2022,4,5,Wind,Winter,5616,29,Saturday,January
2/11/2023,1,2,Wind,Winter,2311,42,Saturday,February
5/19/2020,22,23,Wind,Spring,3873,140,Tuesday,May
5/8/2023,20,21,Wind,Spring,1613,128,Monday,May
4/23/2021,9,10,Solar,Spring,4703,113,Friday,April
10/13/2025,19,20,Wind,Fall,6779,286,Monday,October
1/8/2020,12,13,Wind,Winter,5049,8,Wednesday,January
11/13/2023,4,5,Wind,Fall,10748,317,Monday,November
6/30/2021,5,6,Wind,Summer,2072,181,Wednesday,June
8/28/2023,3,4,Wind,Summer,3728,240,Monday,August
9/2/2021,16,17,Wind,Fall,6041,245,Thursday,September
3/31/2022,7,8,Wind,Spring,5596,90,Thursday,March
1/14/2023,14,15,Wind,Winter,18425,14,Saturday,January
12/10/2020,17,18,Wind,Winter,3945,345,Thursday,December
1/6/2025,8,9,Wind,Winter,18841,6,Monday,January
2/5/2024,14,15,Wind,Winter,9758,36,Monday,February
11/4/2024,14,15,Solar,Fall,4760,309,Monday,November
11/10/2022,4,5,Wind,Fall,3540,314,Thursday,November
7/14/2020,9,10,Solar,Summer,2423,196,Tuesday,July
9/17/2020,0,1,Wind,Fall,4803,261,Thursday,September
7/12/2021,15,16,Solar,Summer,4724,193,Monday,July
5/22/2020,10,11,Solar,Spring,5050,143,Friday,May
1/18/2021,14,15,Wind,Winter,5818,18,Monday,January
9/22/2022,22,23,Wind,Fall,613,265,Thursday,September
2/22/2021,7,8,Wind,Winter,6262,53,Monday,February
3/22/2020,8,9,Wind,Spring,8856,82,Sunday,March
10/12/2020,9,10,Wind,Fall,2453,286,Monday,October
4/19/2025,15,16,Wind,Spring,4612,109,Saturday,April
8/25/2025,22,23,Wind,Summer,1411,237,Monday,August
4/20/2022,4,5,Wind,Spring,4490,110,Wednesday,April
12/9/2020,14,15,Wind,Winter,2985,344,Wednesday,December
7/22/2020,14,15,Solar,Summer,4307,204,Wednesday,July
5/21/2023,5,6,Wind,Spring,5032,141,Sunday,May
1/22/2022,6,7,Wind,Winter,2925,22,Saturday,January
12/1/2021,11,12,Wind,Winter,12759,335,Wednesday,December
1/11/2021,2,3,Wind,Winter,1886,11,Monday,January
3/9/2020,5,6,Wind,Spring,7030,69,Monday,March
2/26/2024,16,17,Wind,Winter,13709,57,Monday,February
3/7/2022,18,19,Wind,Spring,5870,66,Monday,March
10/11/2021,10,11,Solar,Fall,4324,284,Monday,October
9/1/2025,13,14,Wind,Fall,12704,244,Monday,September
10/2/2020,22,23,Wind,Fall,3285,276,Friday,October
12/20/2024,11,12,Wind,Winter,8847,355,Friday,December
8/7/2022,15,16,Solar,Summer,10239,219,Sunday,August
2/7/2024,13,14,Wind,Winter,17700,38,Wednesday,February
6/4/2020,16,17,Wind,Summer,6146,156,Thursday,June
10/13/2021,7,8,Wind,Fall,2432,286,Wednesday,October
2/9/2020,1,2,Wind,Winter,8445,40,Sunday,February
2/21/2022,22,23,Wind,Winter,10192,52,Monday,February
3/3/2024,5,6,Wind,Spring,3260,63,Sunday,March
