Appliances,lights,T1,T2,T3,RH_1,RH_2,RH_3
110,0,21.29,19.7,21.9633,39.3333,39.3633,39.76
50,0,21.5,19,22.6,39.09,42.4667,38.29
40,0,19.29,18.1,19.6,41.29,41.5,40.59
60,0,19,17.1667,19.39,37.9,39.53,37.29
50,0,20.79,17.7,23,40.3633,45.2,39.7
150,0,21.2,19.1,22.2,39.4667,42,37.59
240,0,22.89,22.1,22.2,43.6267,42.3267,44.025
310,0,20.8567,19.5,22.0667,40.4,38.76,39.4667
50,0,23.29,20.89,24.5667,41.2,43.79,39.5
90,0,22.39,22.2,22.6,42.9333,41.4,40.79
70,0,22.79,22.1,22.1611,43.5,42.4,44.09
40,10,23,21.0667,22.3567,38.09,39.23,37.59
60,0,25.6,24,26.2257,39.4,39.73,34.7643
80,0,20.7,17.5,21.6,36.4667,40.29,34.79
30,0,18.26,17.2,18.39,39.1633,39.59,39.5
60,20,20.79,18.6,22,37.09,40,34.5
60,0,21.6667,21.29,20.5333,38.9333,37.6628,40.29
50,0,17.89,17.1,19,44.56,44.9,42.26
370,0,22.1,20,23.76,41.2,44.06,39.1333
40,10,21.8567,21,21.73,47.06,46.545,46.4
50,0,22.26,22.5,22.1,37.2,35.4333,36.4333
90,0,18.3233,18,17.5667,45.43,44.1333,43.9667
50,0,21.5,20.6667,20.89,42.2,41.3633,44.7
60,0,20.3233,20.3567,20.6,39.1633,37.86,38.4667
70,0,21.5,18.2,23.1667,36.4667,40.2,34.56
80,0,20.9633,20.1667,21.29,35.4,34.5,34.7
60,30,22.89,22,23.23,45.4,44.4667,45.23
40,0,19.89,17.5,20.6333,37.8633,40.2233,39.5667
50,0,21.1,18.945,21,40.03,41.09,40.53
100,0,22.2,20.29,22,36.6567,37.4667,35.4
60,0,21.39,21.5333,21.3233,36.1567,32.93,34.1267
100,0,22.1,20,22.7,36.2,37.6633,34.5
620,0,22.7,22.4267,23.29,41.7233,39,39.2
30,0,19.7,18.9633,20,45.79,44.4333,44.9
310,0,26.26,25.7633,28.7,41.6233,37.39,36.254
80,0,22.5,23.5333,23.1,39.4333,35.8633,38
60,0,20.5333,19.3567,22.0333,39.5267,38.3633,39.26
70,0,24.79,25.1,24.2,35.1267,31.6633,36.1633
90,0,22.075,21.3,21.0333,40.045,38.9233,41.7233
100,0,21.89,20.4633,23,41.5,42.5,38.4
590,0,20.6975,19.3233,21.6333,35,33.3633,35.29
50,0,20.6,17.6,23,37.59,41.59,36.59
290,0,24.39,23.5843,24.39,35.8633,35.15,33.3333
310,0,22.2,20,23,37.7,39.76,36.7
120,20,22.1,19.5667,24.39,44.59,48.7,40.26
50,0,20.39,17.29,20.2,36.9,40.8633,37.045
40,0,21.7,20.5,20.39,34.79,34.245,35.79
270,0,22.89,22.76,27.1333,36.53,34.4,38.4667
30,0,21.2,18.1333,20.39,35.4,38.9667,36.9
40,0,20.89,21.1333,21.79,36.9667,35.7,35.045
90,0,19.7,17.6,20.26,36.29,38.56,35.76
50,0,24.89,23.245,26.5,44.29,45.6725,40.4
90,0,25.125,24.39,26,48.4,47.536,43.9
70,0,22.2,24.3567,22.6,35.79,30.4267,35.3267
370,10,21,20.1667,21.5,48.03,47.5,46.79
70,0,21.2,20.6,21.79,43.79,42.29,45.59
40,0,22.29,21.3567,20.7,40.2,39.56,41.9
230,0,20.9267,20.2,21.7633,42.39,39.93,45.59
50,0,22.1,21.23,21.8733,44.3267,43.53,44.275
50,0,20.9267,20.39,21.39,45.29,43.7,43.6267
60,0,21.79,19,22.39,38.7,42.4333,38.1267
110,10,21.89,20.6,23.1,41.59,42.5,38.4
60,20,21.5667,18.89,20.89,41.5,45.6267,38.9
50,0,21.4267,18.6,22.39,38.3267,41,37.76
110,0,25,24,23.4267,32.09,30.48,29.8
60,0,21.6,18.79,22.8567,35.9267,38.4967,36.9
30,0,20.5,19.6,20.9267,42.245,41.79,44.29
100,10,21.89,19.76,22.1,42.53,45.2933,39.56
100,0,24.1,23.6667,23.6,33.4,31.0667,34.5
60,0,21.1667,22.7633,22,39.0333,36.8633,35.9667
120,0,25.5,24.89,26.2,48.29,46.7771,45.0257
70,0,22.7,20.29,23.2,35.5667,36.73,35.5
90,20,20.4371,19.5,20.0625,38.8086,37.5,37.9625
100,10,22,19.29,22.39,35.5,37.4333,33.975
20,0,18.7,17.79,19.5,43.5,44.09,42.8267
110,0,22.1,21.29,22.39,38.26,36.3267,39.93
20,0,22.2,19.39,22.39,38.7,42.23,38
40,0,21.29,18.6,22.79,38.29,41.79,38.29
120,10,20.3233,18.89,20.5,41.26,41.4,39.8267
80,0,21.0333,19.5667,22.7,40.3633,39.6567,41.4967
50,0,21.79,19.1333,22,36.09,38.7,35.73
60,0,25.2,25.6,26.7,47.1267,43.9,42.09
340,0,23.26,26.7,23.79,38.1633,30.39,36.79
340,10,20.29,18.79,19.89,41.0267,39.6933,37.9667
60,0,21.79,20.1,22.7,36.4,37.9667,34.29
60,0,23.8233,21.84,24.5,37.79,39.145,37.95
50,0,19.2,17.5,20.5857,38.09,39.9667,37.5129
50,0,19.5667,19.3233,19.89,46.6633,45.4,44.79
130,20,20.89,18.39,20.39,37.8,41.06,37.4667
40,0,20.1667,17.3567,20.7,37.2,40.5,37.6267
40,0,20.5,19,20.79,35.2,35.09,35.6333
100,20,20.6,19.2,20.79,36.7,36.59,36.9667
50,0,21,18.29,22.6,37.7,40.4667,36.9
30,0,21,18,22,37.245,40,36.29
350,10,19.1667,17.7,18.9267,39.4667,40.1633,39.0567
70,20,20.1333,17.79,20.23,37.2,39.09,36.53
50,0,19.79,17.79,20.5,36.56,37.5,37.5
110,30,21.5,19.1333,21.1,41.6633,45.76,39.5
50,0,21.39,22.3567,22,39.7,37.4633,37.09
140,0,20.0667,19.1,19.89,45.3633,43.745,44.8633
360,10,18.2,16.79,18.6,37.7,38.3933,38.23
290,0,21.2,20.5,22.3567,42.3333,39.2967,44.53
60,0,22.7,20.4267,24.5,44.5,46.9333,40.4
80,0,20.26,19.29,20.5,44.1967,41.73,41.4667
80,0,21.73,18.89,22.5667,35.4333,37.9,34.26
120,0,22.7,20.29,23.26,35.8333,36.73,35.56
60,10,20.2,17.8567,21,39.9,41.7967,40.43
60,0,23.29,27.0333,24.254,40.4,33.09,37.356
30,0,21.5333,18.26,22.6,36.2,38.7,36
70,0,20.7,18.2,20.6,35.245,36.8725,38.1267
120,0,22.89,21.29,24.23,43.4667,43.6267,38.9
550,0,21.1,19.89,22.6633,33.76,31.73,37.5667
60,0,21.39,18.89,22.6,37.1267,38.9,36.4
80,0,22.5,26.5667,23.1,40.2933,29.7633,36
40,0,19.89,18,20.1,36.2,37.5,38.254
60,0,21.79,19.6667,20.5,34.8633,35.4,36.9667
100,10,23,21.7,23.1,41.9333,43.2,39.5
300,20,21.0333,20.3567,22.745,45.6233,43.23,45.46
60,0,21.2,18.1,23.0667,41.8267,47.09,38.3633
60,0,21.6,18.76,21.6333,36.9,40.09,36.59
100,0,22.1,20.7,23.6,42.4333,43.3267,38.29
50,0,24.1,21.79,25.39,47.8267,50.79,42.79
160,0,24,23.79,24.5,41.7667,35.238,36.8267
60,0,21.89,20.89,23.2,42.3633,43.03,39.73
50,0,21.39,18.29,22.5333,39.8633,44.29,38.9333
50,0,19.79,18.1,19.89,41.2,41.73,40.79
120,20,22.29,20.76,22.29,39.8267,37.7,37.09
60,0,21.7,20.03,23.1,41,43.09,38.29
60,0,24.29,22,26.26,47.9,50.2,44.76
50,10,21,18.73,20.9633,38.6267,39.73,39.9333
60,0,24.89,22.7257,26.6,47.5,49.29,43.79
60,0,21.4267,18.3233,22.2,37.4333,41.9,37
140,20,22.26,21.7,21.7,44.3633,43,44.93
110,0,23.1,20.6,22.6,37.2233,38.59,36.2
60,0,21,19.1667,21.7,41.2675,43.76,38.59
50,0,23.6,24,23.29,34.7667,30.8233,34.1267
70,10,21.89,20.9633,20.89,39.4,38.79,41.3633
70,0,22.5333,21.6,21.9878,44.86,42.7233,44.5
200,0,20.6,21.96,23,38.6633,36.43,35.26
70,30,21.73,20.1,20.9633,38.29,38.9333,38.4
50,0,22.0333,19.2,22.3233,38.6267,42.3633,38.09
70,0,20.39,20,20.1,43.9667,43.145,43.79
80,0,24.4264,23.3369,27.4193,53.5307,53.2499,47.0564
50,20,21.73,21.1667,21.6167,44.59,42.7,45.3372
50,0,21.245,18.7,23.2,41.645,45.2,39.9
60,0,20.79,19.1667,20.2,40.59,40.4,40.09
70,10,21.79,20,22.7,36.5,38.2,34.245
110,10,21.5667,19.39,23.2633,38.0267,36.75,34.9333
60,0,22.2,19.6333,21.89,37.5267,39.79,36.73
100,20,21.4633,20.89,21.6,45.2,44.76,43.06
40,0,19.7,19,19.8567,46.1267,45.4,45
330,20,21.2,20.6,21.5,47.29,46.3333,46.3267
50,0,20.1,18.2,20.6,35.2,36,36.59
50,0,21,19.2,21.7,41.2,43.7,38.59
60,0,22.23,19.1667,24.1,41.03,45.2,39.03
20,0,19.76,18.9175,19.89,46,45.7,45.1633
110,0,23.5,22.5,24.5,39.5333,33.97,35.856
50,0,20.79,19.0667,20.1,35.79,36.4667,37.736
30,0,20.5,18.7,20.2,35.9,36.7,37.9
110,0,22.29,20.6333,22.26,39.6267,40.8267,37.9667
80,10,22.29,20.5,22.2,39.59,41.4633,38.03
120,0,24.89,23.9633,26.29,53.3633,53.0267,45.9667
50,0,21.29,18.89,22.0333,39,42.5,37.23
100,10,22.6,20.79,26,43.6233,44.36,40.0567
60,0,21.2,18.39,22.1,36.09,39.03,36.59
570,0,21.26,20.89,21.5667,38.5267,36.2667,37.13
100,0,21.1,23.73,22.39,40.49,33.79,35
80,0,19,16.76,19.6,37.23,39.76,38.3267
70,0,24.39,26.9,26.1,38.9,34.3267,37
60,0,21.3233,19.29,22.6333,35.73,37.56,34.23
410,0,22.5,21.26,22.6667,40.43,39.1633,38.9
50,0,22.7,21,22.6,38.9333,39.6633,37.79
40,0,21.6,21,22.1,47.36,45.2233,46.3267
50,0,21.9633,21.3233,22.6,45.1267,43.8267,45.09
50,10,19.39,17.79,20,39.86,39.7667,39.3633
50,20,21.79,21.23,21.6889,44.59,42.73,45.4889
270,0,20.9267,19.5,22.26,40.3633,38.6267,39.4667
40,0,22,20.2,22.39,38.09,39.1267,37.5
80,10,22.89,20.6714,24.56,40.59,42.9429,37.2
60,0,21.79,19.2,22.89,37.09,39.9,37.09
250,0,20.7,19,20.2,33.76,35.1633,34.59
60,0,24.39,23,26.39,38.4,37.79,38.23
120,0,21.6667,19.4633,21.39,37.1633,39,35.73
50,0,20.79,20.2,21,43.59,41.2,42.09
50,0,19.79,17.2,20.6,38,41,37.09
120,0,22.4267,21.5333,25.39,45.4633,43.59,40.4667
620,0,22.2,19.6333,24,44.3633,48.5,39.9
60,0,25.7,24.1667,26.3486,39.4,39.4633,34.7957
280,0,21.39,19.89,22.6667,40.6333,38.4667,38.9
280,0,22.1333,19.76,24.7267,44.5267,48.2667,41.09
50,10,21.2,19.7,21.89,44.9,44.9667,43.5
90,0,21.79,19.5,23.73,42.5,46,40.09
130,0,22.1667,21.6,21.5,43.93,42.59,44.9
40,0,19.6,18.79,19.79,46,45.9,45.2
40,0,21.29,19.3233,21.9633,38.56,41.1933,36.9
80,0,23.4633,22.1286,24.39,38.1333,36.9714,35.7
50,0,25.1333,26.39,26.2,36.9333,31.6,37.7257
50,0,20.29,17.5,22.29,34.29,37.2,35.2
90,0,22.6,23.7,22.89,35.59,31.1633,35.5
50,10,21.5,22.5,22,39.7,37.1267,37.2
710,20,20.79,20,21.29,44.1267,42.6267,43.4
50,0,22.29,19.9267,24,41.5,44.8633,39.59
70,0,23.5,22.0667,23.1,33.79,33.03,35.4
80,20,21.4267,19.7,20.89,38.73,39.8633,38.09
340,10,22.6,21.1333,22.6667,42.39,40.36,38.8333
90,10,22.2,20.29,24.1667,42.6333,44.93,38.56
290,0,22.79,23.2,26.73,37.7,34.4,39.3633
120,10,22.76,21.4267,23.1,43.03,44.26,39.4333
50,0,20.7,18.25,21.625,37.09,40.525,35.4
60,0,22.1,18.7,23.23,35.2,38.79,34.6267
80,0,23.2,23.1333,23.6,42.6333,41,39.5
70,0,20.39,19.29,19.8567,38.1633,38.56,37.6633
50,0,23.4267,22.254,24.39,44.7233,44.272,40.8267
120,0,22.1333,22,23.89,38.1633,36.4333,35.56
70,0,20.5,20,20.79,42.1633,40.3633,41.09
50,0,20.2,17.3567,20.1667,36.9,40.09,37.09
50,0,22.1,19.5,22.79,39.09,42.5,38.9
60,0,24.6582,24.2099,26.9046,49.9654,47.8941,44.2282
340,0,19.6667,17.6,19.79,36.86,36.7,36.95
30,0,18.39,17.4267,18.5,38.79,38.79,39.29
50,0,22.4267,20.76,23.1,33.8267,33.6267,35.9
50,0,20.76,17.5,20.89,40.59,46.79,38.29
60,0,21.7,20,23.1,44.59,46.7,41.79
50,0,22.6,19.0333,23.29,37.79,42.0667,37.5
60,0,22.7,20.6333,24.89,39.2,39.29,36
50,0,24.39,22.1,26.29,48.09,50.4,44.9
90,0,22.7,21.7,24.1,40.3333,39.03,37.6633
110,0,25.4633,24.3567,26,48.3333,47.36,42.9333
20,0,21.29,18.76,20.9633,36.1567,37.59,35.26
40,0,20.5,20.3233,20.79,34.1333,33.3667,33.56
60,0,21.6,19.39,22.2,38.59,41.29,37.29
50,0,21.9633,19.23,22.89,39.09,42.9333,39
60,0,23,20.39,24.39,40.8633,43.9,39.2
40,0,21.79,19.6,22.2,41.9333,46.3333,38.5
40,0,20.79,19.5,21.89,43.59,44.7,42.236
170,0,22.79,22.5,27.1667,36.5,34.7,37.43
60,0,25.29,26.2,26.16,47.3267,43.356,43.7
130,20,22.89,20.29,21.8567,34.4667,36.29,35.1633
150,10,22.2,21,24.5,42.4667,41.9,38.4
90,0,21.39,19.7,20.89,38.6633,39.9667,38.1267
160,20,22.1,21.7,21.29,42.1633,41.03,43.53
100,10,22.89,22.5667,22.29,49.5267,44.26,46.9667
60,0,21.6333,20.89,22.5,39,37.79,37.9
50,0,20.7,20.43,21.89,37.09,37.7633,35.09
50,0,21.2,17.7,21.39,35.9633,40.36,35.76
60,0,20,19.1,19.89,44.4333,43.334,44.9
40,0,20.39,19.6,20.5667,40.6333,39.6267,39
70,0,22.2,20.6,20.6,34.09,34.09,35.6267
100,0,21.89,20.79,22.5,39.5,37.4633,36.5
50,10,22.29,19.79,21.8233,37.29,39.7,36.53
50,0,21.7,23.7,22.5667,40.8267,36.4633,38.59
120,0,21.6,21.0667,24.5333,42.6633,41.29,42.7667
60,20,22.39,21.3233,21.89,45,44.5,44.4
50,0,21.5,24.29,22.1,39.23,32.9667,37.2
70,0,22.5,21.5333,21.9633,44.43,42.59,44.555
210,0,22.2,20.29,24.3233,44.06,45.7267,41.4
60,10,20.79,20.2,22,44.29,42.56,45.93
60,0,22,21.2,22.65,41.9,40.45,43.345
100,0,22.6,22.6667,23.2,39.645,37.29,37.9667
100,10,22.6333,21.2,23.1667,39.6933,37.1967,35.3267
90,20,22.79,21.89,22,44.8333,40.9567,43.4667
70,0,22,19.5,23,40,43.645,39.06
270,10,21.89,19.5667,24.0667,44.5633,47.4,41.83
50,0,19.89,19,20.29,39.3267,37.03,36.6267
140,20,22.6333,20.89,22.2,37.09,38.2,36.09
50,0,24.6,27.8233,26.2,39.3633,32.6633,37.29
50,0,22.89,20.1333,24.6,41.53,45.2,38.7
70,20,19.79,19.1,20.1,47.4267,45.03,45.29
70,0,25.1,27.1,26.39,40.59,34.3267,37.79
360,0,18.1,17.29,18.1,37.06,36.26,38.56
60,0,21.5,22.5,22,39.59,36.9667,37.2
360,0,21.5,20.39,22.1633,44.2233,42.43,42.3233
50,0,21.7,19.6333,22.2,38.4,40.53,37.29
60,0,21.29,18.5667,22.29,39.5,43.4,38.4
60,10,22.7,19.79,23.2,37.9,41.3267,38.6633
60,10,21.39,18.79,22.39,40.43,44.8267,37.73
60,0,25.29,26.1,26.1429,47.4,43.5337,43.7129
70,0,22.79,20.6,23.89,37.2,38.86,36.9667
120,20,20.5,19.39,20.39,43.29,42.2,41.4
40,0,22.23,24.3233,23.1667,42.1267,37.26,39.1633
150,10,23,22.39,22.6,44.6933,41,43.76
50,0,22.2,21.2,22.39,40.3633,40,40.09
60,0,21.5,17.79,22.39,38.29,42.9,37.1267
50,0,21.6,21,23.1,42.5,41.4,43
50,0,22,19.445,22.1,37.4,39.79,37
90,20,20,17.7,20.1,37.29,39.6267,36.59
80,10,22.5667,22.1333,23.26,45.79,43.26,47.0633
80,0,22.29,26.3267,23.1,38.89,30.4933,35.6267
260,0,22.79,23.2,27.0333,37.4667,34.29,39.56
310,30,21.6,20.8567,21.6667,40.7,40.0267,45.0967
190,0,22.4267,21.89,22.6,44.2333,40.3,38.7233
120,0,22.5333,20.89,22.1667,39.9667,41.4333,38.5
60,0,20,16.39,20.1,35.03,40.23,36.9
80,0,22,20.6,23.2,42.26,43.6267,39.1267
30,10,21,19.6,20.2,33.5,33.9,34.4667
60,0,20.7,18.89,21.79,43.09,44.5,42.7
70,20,22.79,22.0333,22.1,43.5,42.4333,44.2
360,0,19.76,18.23,21.1333,41.6233,39.1967,39.6567
60,10,20,18.03,21.3233,34.73,37.1267,34.59
50,0,21.1667,20.1,21.79,40.09,40.73,37.8267
70,0,20.29,20.6,20.1,37.93,35.59,37.03
60,0,25.29,23.89,26.4267,48.9,49.09,44.76
60,0,22.5,20.1,24.7,44.09,47.1267,40.9333
100,30,22.8233,20.9933,21.7,31.9267,32.2967,33.6267
100,0,23.5,22.7,24.16,36.1667,33.36,34.856
20,0,20.29,16.79,20.39,35.03,39.9,37.09
70,0,21.29,18.1,22.7,35.2,39.09,35
50,0,22.0667,23.5,22.6,39.4333,35.3267,38.7
50,0,22,20.29,22.39,38.09,39.145,37.5
110,0,22.89,20.39,22.79,40.2,40.43,37.53
90,10,22.1,20.5,21.39,42.03,41.6633,41.2
40,0,21.6,20.79,22.39,44.9667,44.4,44.9
30,0,21.5,18.7,20.1,36,38.9,36.4667
30,10,19,17.4633,19.5,39.9333,40.5,40.09
50,0,20.39,17.89,20.89,35.5,37.53,36
70,20,25.5,24.89,26.6125,42.59,40.76,39.3725
100,0,20,18.36,19.754,34.1267,35,36.254
80,0,22.39,24,22.73,35.6633,30.7,35.4
40,0,22.2675,20.1,23.6667,41.975,44.9333,40.06
30,0,22.6,20.1,21.79,36.26,38.6267,35.9667
120,0,20.6,19.89,21,42.4333,40.7,40.8267
30,10,21.1333,18.9267,21.0667,39.03,40.03,39.79
60,0,19.6,16.39,20.5,37,41.2,37.9
100,20,21.5,19.8567,20.79,40.6633,40.9,41.1567
80,30,23.79,22.8233,23.89,45.5267,43.8267,45.4667
70,0,20.5333,20.7,20.1,36.26,34.3267,36.3633
60,0,23,20.5,24.6,40.79,43.7,39.29
50,0,20,19,20.2,43.7,44.03,44.4
70,0,21.6,19.7,22.625,45.2667,47.7175,41.425
60,30,22,20.29,21.39,37.5,38.09,38.09
100,20,21.5,20.745,21.6,46.86,44.79,43.2
70,10,20.1667,17.6667,20.5667,35.4333,37.1633,38.6267
180,0,22.3567,21.2,23.89,40.7667,40.86,36.3633
50,10,21.79,20.79,21.7,47,46.59,46.5
100,0,22.1,20.5,23.29,42.4333,44.1267,39.29
50,0,21.79,19.1,23.5,42.2,45.7,39.09
50,0,20.6,17,20.4633,36.29,41.4,37.2
30,0,20.9267,19.8567,20.2,34.8633,34.6633,35.23
80,20,22.29,21.7,21.8733,44.9333,43.09,45.575
50,0,21.1,19.7,21.89,43.4,44.29,42.09
230,0,26.0333,27.7,28.35,45.8233,38.9667,41.12
40,0,19.4267,18.6667,19.79,46.29,46.26,45.1267
50,0,19.7,18.29,19.79,39.09,39.2,40.4
20,0,18.1,17.1,19.1667,43.4,44.2,42.09
50,0,24.89,23.1,26.6,47.79,49.1057,44.79
70,0,20.79,19,20.1333,32.4333,33.1933,34.7
130,0,22.3233,20.2,25.2,46.09,49.26,40.53
20,0,17.5,16.5333,17.89,41.56,42.06,40.4333
50,0,20.29,16.6333,20.2,35.1633,40,37
50,20,20.5333,18,20.9633,38.29,40.79,37
50,0,20.5,18.7,21.4267,40.23,41.5,40.8267
60,0,20.79,18.9267,21.6,43.4,46.4,40.09
50,0,22.1,20.3567,23.5,41.3633,43.4333,39.7
90,0,21.39,19.1,22.39,39.09,42.4333,37.7
50,0,22.1,20.3567,23.4175,41.6267,43.59,39.3475
80,0,25.5333,26.1857,26.29,46.7,42.9986,43.5
480,0,20.1,18.76,19.7,41.8267,42.5267,40.59
50,0,18.6,17.7,19.39,43.4,44.1267,42.6267
50,0,21.6,22.5,22.1,39.09,36.6267,37.1633
50,0,21.39,18.245,22.39,38.5,42.345,38.8267
50,0,22.76,20.29,24.2,39.59,42.4333,36.8214
110,0,20.39,18.8233,20.6,35.26,35.53,35.1267
390,20,22,21.79,21,41.7,39.9,42.2
30,0,22.0667,18.7,23.23,35.1633,38.79,34.6567
150,0,22.5333,22.1,22.1333,44,42.9,44.1267
50,0,19.79,17.34,21,38,40.95,37.4
40,10,20.39,18.0667,20.89,38,39.76,40.29
50,0,20.89,18.1667,22.2,36.29,39.4333,36.7
40,0,21.29,20.5,21.6,45.6267,43.2,43.79
50,0,22.4633,21.6,21.5,41.06,39.9667,42.4333
90,0,25.4633,25.456,26.2,50.79,48.936,46.4657
30,0,21,19.6,20.2,33.5225,34,34.4
50,0,22.6667,23.1333,22.6,38.09,35.29,38.6633
60,0,19.89,19.2,19.79,42.79,42.3267,44.26
50,0,21.29,18.3567,20.39,35.29,38.3267,36.9
40,0,20.84,18.2,21.29,37.2,39.9667,37.9
110,40,22.6667,19.79,22.7,38.03,41.06,35.56
60,20,21.89,19.6,21.5,34.73,36.53,35.23
110,20,21.1667,20.6,21.445,45.5667,44.9,42.745
410,0,20,16.6,20.2,35,38.9,36.1633
60,0,20.79,19.2,20.5,36.76,37.59,35.9667
80,0,19.4633,18.9267,20.5667,33.2,31.46,33.9
50,0,20.79,19.89,20.79,42,41.7,44.59
30,0,18.76,17.6,19,40.5,40.6633,39.79
40,0,21.6,18.8233,21.1,38,39.9333,38
60,0,23.1,20.89,23.89,36,37.6633,37.2
40,0,22,18.6,23.23,35.09,38.8267,34.73
60,0,21.1,19.5667,21.76,43.5,44.3267,42.5
90,0,21.29,19.2,22.29,39.29,42.09,37.59
110,0,19.9633,19.29,19.6333,45.8633,44.6567,44.1267
50,0,24.5764,23.9018,27.0863,51.2237,49.7844,45.2264
70,0,21.79,19.6,22.89,39.2667,41.7,37.76
180,0,22.0667,20.6,22.89,36.59,37.43,36.73
80,0,20.29,19.89,19.89,43.7,43.09,44.1633
50,0,21.89,24.8233,22.6,36.4,30.23,35.2
50,0,21.2,18.93,23.5667,40.5,44.1333,37.9
30,0,20.89,17.6333,21.5,35.4,38.4333,35.2
50,0,22.6667,21.7,21.29,39.56,39.2,43.6267
30,0,22.1,21.79,21.9939,45.09,43.6267,44.5
40,0,17.79,17.1,18.5,42.79,42.4,43.59
80,0,24.8233,24.4633,26.1,36.7,34.5267,36.59
130,0,22.9267,22.29,22.5,43.33,40.73,43.4667
50,0,22.6333,20.5,24.8233,39.1267,39.5,36.09
50,0,21.7,20.29,22.0667,44.2,44.5,43.9667
50,0,22,20.79,23.39,41.5,42.09,38.29
130,10,22.3233,21.0333,21.9206,43.09,42.2,44.515
50,0,22.5,20.2,25.0333,42.4,43.93,40.4333
20,0,21.29,18.7,22.6,37.29,39.4,36.56
100,0,19.6967,18.2925,19.53,42.7233,42.27,40.1333
30,10,21.79,22.29,22.2,38.9667,36.4,36.9
120,20,21.1,19.26,21.79,42.7333,43.9,36.2
50,0,21.29,18.29,23.7,41.29,45.4,39.59
70,30,21.39,19.7,21.1,45.8233,44.03,41.06
80,0,22.29,21.9933,23.6,35.4633,34.3,35.5667
60,0,24.5082,23.645,27.2376,52.2724,51.3596,46.0582
50,0,19.79,16.6667,20.39,37,41.1633,38
70,0,21.39,20.76,22.5,41.56,39.9667,43.09
100,20,21.89,20.6,23,40.9333,41.76,38.545
350,0,21.1,20.29,23,44.56,42.73,42.59
100,0,23.175,23.1,24,35.4975,33.7,34.5671
100,0,22,21.1,20.9633,39.6267,38.1567,40.79
100,20,19.89,17.6,20.1,37.4333,39.7,36.7
130,0,21,19.5667,21.79,39,40.4,37.3267
60,0,23.79,20.7,24.2,35.09,37.5,35.59
60,0,20.89,17,21.7,35.5,41.7233,35.9
90,30,20.1667,18.39,20.89,40.59,41.4667,39.6633
150,0,21.73,19.5333,20.3567,36.26,38.43,36.2
60,0,20.89,20.1,21,41,40.29,41.79
50,0,19.23,17.5,20.5,38,39.79,37.5
80,0,18.89,17.39,20.58,39.53,41.5667,38.29
80,0,21,20.5833,20.5333,39.79,37.9778,40
130,0,23.39,22.3233,23.3567,34.7,32.09,35.7
100,0,21.8233,22.1633,23.1,51.9567,45.03,38.1933
140,0,23.2,22.26,22.9267,39.5667,37.9333,38.2
60,0,21.39,18.79,22.39,40.29,44.6333,37.6633
50,0,22.2,19.29,23.29,35.59,38.03,37.2
60,0,20.8567,17.76,22,35.4,38.7,36
70,0,20.6333,17.1,21.26,36.1967,40.2,34.7
50,0,22,20.0667,20.6667,34.1633,35.1267,36.2
120,10,16.89,16.2,17.39,44.29,44.29,42.1267
70,0,21.0333,19.8233,21.1,40.7,41.06,39.7
120,30,21.7,20.5,21,44.6667,39.73,41.26
90,0,20.89,17.89,21,35.6267,39.2,35.23
50,10,22.1667,19.7,21.5667,34.8267,36.9333,34.4333
70,0,21.5667,19.6,21.89,38.4,40.59,38
20,0,21.1,20.26,21.7,43.9,43.59,44
50,0,24,21.7,26.2,47.5,49.9,44.4
330,10,23.3567,22.79,24.3267,44.3333,42.23,46.7333
110,0,23.0333,21.7,23,40.1267,40.4667,38.9
330,0,24.3233,27.9933,26.29,42.06,34.56,38.29
60,0,22.73,20.7,25,39.23,39.23,36
40,0,21.6333,19.23,22.89,42.2667,45.4,39.59
60,0,21.8567,19.79,20.5,34.7,35.1267,36.6633
40,0,22.29,21.5667,21.79,43.4333,43.09,44.7
120,0,22.2,21.7,22.3233,35.9667,34.8267,36.8633
90,20,21.1,18.79,21.1667,37,38.3267,36.79
50,10,20.5,17.5,20.2,36.79,40.6267,36.79
50,0,24.39,23.1,26.39,38.5,37.79,38.2
110,0,22,20,22.2,37.3,38.4,35.3267
150,0,21.8925,21.4633,24.0333,42.24,40.73,41.9633
110,0,21.6,19.2,21.39,37,39.0643,36.7257
30,0,21.6,18.89,22.4633,38.7,41.79,39.06
80,0,20.29,19.89,19.79,44.2,43.4,43.79
40,0,22.39,19.29,23.29,38.9,43.9333,39.4
60,0,23.39,22,24.39,41.4,41.29,38.9
40,0,21.29,20.7,21.89,43.9,42.3267,45.59
70,20,23.29,22.39,23.29,44.9667,43.9,45
110,0,23.6,23.5,24.29,42.4333,38.8971,38.76
70,10,19.6333,19.29,19.5,45,44.1267,43.9333
100,0,23.39,23.33,24.2,34.73,32,34.32
70,0,20.7,19.29,21.5667,38.26,37.76,37.29
40,0,20.7,19.39,21.89,43.59,44.6267,42.2
